Entrez	Accession	Species	Gene Name
13728	Q3T9A3	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13728	Q3T9L3	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13728	Q8BR95	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13728	Q05512	Mus musculus	MAP/microtubule affinity-regulating kinase 2
13726	Q3UJP3	Mus musculus	emerin
13726	Q3TIH6	Mus musculus	emerin
13726	Q3THM8	Mus musculus	emerin
13726	O08579	Mus musculus	emerin
14232	Q811R4	Mus musculus	FK506 binding protein 8
14232	O35465	Mus musculus	FK506 binding protein 8
14232	Q99L93	Mus musculus	FK506 binding protein 8
14232	Q8C2F0	Mus musculus	FK506 binding protein 8
14232	Q811M7	Mus musculus	FK506 binding protein 8
14232	Q3UK86	Mus musculus	FK506 binding protein 8
14232	Q6GTX9	Mus musculus	FK506 binding protein 8
208869	Q8CIQ7	Mus musculus	dedicator of cyto-kinesis 3
208869	Q6A088	Mus musculus	dedicator of cyto-kinesis 3
208869	Q3UHH9	Mus musculus	dedicator of cyto-kinesis 3
381290	Q6Q477	Mus musculus	"ATPase, Ca++ transporting, plasma membrane 4"
381290	Q32ME1	Mus musculus	"ATPase, Ca++ transporting, plasma membrane 4"
381290	Q6Q476	Mus musculus	"ATPase, Ca++ transporting, plasma membrane 4"
381290	Q3UPA8	Mus musculus	"ATPase, Ca++ transporting, plasma membrane 4"
68581	Q3U7I7	Mus musculus	transmembrane emp24-like trafficking protein 10 (yeast); predicted gene 4024
68581	Q922U8	Mus musculus	transmembrane emp24-like trafficking protein 10 (yeast); predicted gene 4024
68581	Q9D1D4	Mus musculus	transmembrane emp24-like trafficking protein 10 (yeast); predicted gene 4024
68581	Q6P227	Mus musculus	transmembrane emp24-like trafficking protein 10 (yeast); predicted gene 4024
14645	P15105	Mus musculus	predicted gene 4949; glutamate-ammonia ligase (glutamine synthetase)
14645	Q91VC6	Mus musculus	predicted gene 4949; glutamate-ammonia ligase (glutamine synthetase)
14645	Q64432	Mus musculus	predicted gene 4949; glutamate-ammonia ligase (glutamine synthetase)
14645	Q3TRK7	Mus musculus	predicted gene 4949; glutamate-ammonia ligase (glutamine synthetase)
68585	Q8BH78	Mus musculus	reticulon 4
68585	Q99P72	Mus musculus	reticulon 4
68585	Q8K3G7	Mus musculus	reticulon 4
68585	Q8BGK7	Mus musculus	reticulon 4
68585	Q8K290	Mus musculus	reticulon 4
68585	Q8BGM9	Mus musculus	reticulon 4
68585	Q80W95	Mus musculus	reticulon 4
68585	Q78NS1	Mus musculus	reticulon 4
68585	Q8K3G8	Mus musculus	reticulon 4
68585	Q5DTK9	Mus musculus	reticulon 4
68585	Q9CTE3	Mus musculus	reticulon 4
68585	Q8BHF5	Mus musculus	reticulon 4
68585	Q7TNB7	Mus musculus	reticulon 4
71514	Q8VIJ6	Mus musculus	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated); similar to PTB-associated splicing factor
71514	Q810V5	Mus musculus	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated); similar to PTB-associated splicing factor
71514	Q7TMH7	Mus musculus	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated); similar to PTB-associated splicing factor
71514	Q3TZL2	Mus musculus	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated); similar to PTB-associated splicing factor
71514	A2A7U6	Mus musculus	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated); similar to PTB-associated splicing factor
71514	Q9ERW2	Mus musculus	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated); similar to PTB-associated splicing factor
71514	Q9Z1Q0	Mus musculus	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated); similar to PTB-associated splicing factor
20005	Q5EBQ6	Mus musculus	predicted gene 10117; similar to ribosomal protein L9; ribosomal protein L9; similar to 60S ribosomal protein L9; predicted gene 4600; predicted gene 6028; predicted gene 5451; predicted gene 14231; similar to Ribosomal protein L9; predicted gene 8662; predicted gene 10321; predicted gene 6450; predicted gene 8959
20005	Q9JK58	Mus musculus	predicted gene 10117; similar to ribosomal protein L9; ribosomal protein L9; similar to 60S ribosomal protein L9; predicted gene 4600; predicted gene 6028; predicted gene 5451; predicted gene 14231; similar to Ribosomal protein L9; predicted gene 8662; predicted gene 10321; predicted gene 6450; predicted gene 8959
20005	P51410	Mus musculus	predicted gene 10117; similar to ribosomal protein L9; ribosomal protein L9; similar to 60S ribosomal protein L9; predicted gene 4600; predicted gene 6028; predicted gene 5451; predicted gene 14231; similar to Ribosomal protein L9; predicted gene 8662; predicted gene 10321; predicted gene 6450; predicted gene 8959
20005	Q5M9J5	Mus musculus	predicted gene 10117; similar to ribosomal protein L9; ribosomal protein L9; similar to 60S ribosomal protein L9; predicted gene 4600; predicted gene 6028; predicted gene 5451; predicted gene 14231; similar to Ribosomal protein L9; predicted gene 8662; predicted gene 10321; predicted gene 6450; predicted gene 8959
217692	Q6PDI8	Mus musculus	signal-induced proliferation-associated 1 like 1
217692	Q8C026	Mus musculus	signal-induced proliferation-associated 1 like 1
217692	Q3TAF4	Mus musculus	signal-induced proliferation-associated 1 like 1
217692	Q8C0T5	Mus musculus	signal-induced proliferation-associated 1 like 1
217692	Q80U02	Mus musculus	signal-induced proliferation-associated 1 like 1
217692	Q4VBF8	Mus musculus	signal-induced proliferation-associated 1 like 1
74012	P17964	Mus musculus	"RAP2B, member of RAS oncogene family"
74012	Q96EG5	Mus musculus	"RAP2B, member of RAS oncogene family"
74012	Q6ZWR0	Mus musculus	"RAP2B, member of RAS oncogene family"
74012	Q9CXG0	Mus musculus	"RAP2B, member of RAS oncogene family"
74012	P61226	Mus musculus	"RAP2B, member of RAS oncogene family"
15387	B2M1R6	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	P61979	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q5FWJ5	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3TL71	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3TG17	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q96J62	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q8BGQ8	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q60577	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q07244	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q8BT23	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3U6X2	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3TUA1	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3U9Q3	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q3TJ38	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q922Y7	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
15387	Q15671	Mus musculus	heterogeneous nuclear ribonucleoprotein K; predicted gene 7964
69635	Q80YE6	Mus musculus	death associated protein kinase 1
69635	Q8R341	Mus musculus	death associated protein kinase 1
69635	Q80YE7	Mus musculus	death associated protein kinase 1
69635	Q3UKP8	Mus musculus	death associated protein kinase 1
69635	Q8VDN6	Mus musculus	death associated protein kinase 1
69635	Q9CSD4	Mus musculus	death associated protein kinase 1
69635	Q9JJP7	Mus musculus	death associated protein kinase 1
241656	Q6RWS7	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
241656	B1AYC2	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
241656	Q3V2Z3	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
241656	Q3V442	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
241656	Q3TQJ7	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
241656	Q8BVB0	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
241656	Q4KL59	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
241656	Q8C015	Mus musculus	p21 protein (Cdc42/Rac)-activated kinase 7
15382	P49312	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3UK83	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3U7F3	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	P97312	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3V269	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3TIK8	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	P70370	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q5EBP8	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
15382	Q3TFB1	Mus musculus	heterogeneous nuclear ribonucleoprotein A1-like 2; similar to heterogeneous nuclear ribonucleoprotein A1; predicted gene 13418; predicted gene 5461; predicted gene 8652; predicted gene 5643; similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) (HDP); heterogeneous nuclear ribonucleoprotein A1; predicted gene 6296
20404	Q62420	Mus musculus	SH3-domain GRB2-like 2
20404	A2ALV3	Mus musculus	SH3-domain GRB2-like 2
20404	Q8BXS6	Mus musculus	SH3-domain GRB2-like 2
20404	Q3UY49	Mus musculus	SH3-domain GRB2-like 2
20404	Q3UTL7	Mus musculus	SH3-domain GRB2-like 2
20404	A2ALV0	Mus musculus	SH3-domain GRB2-like 2
20404	Q8BXU5	Mus musculus	SH3-domain GRB2-like 2
20404	A2ALV1	Mus musculus	SH3-domain GRB2-like 2
20404	Q8VBV1	Mus musculus	SH3-domain GRB2-like 2
20405	Q3U3C4	Mus musculus	SH3-domain GRB2-like 1
20405	Q62419	Mus musculus	SH3-domain GRB2-like 1
20405	Q3TJB4	Mus musculus	SH3-domain GRB2-like 1
20405	Q3TRJ7	Mus musculus	SH3-domain GRB2-like 1
235380	B0V2P4	Mus musculus	Dmx-like 2
235380	Q05CM4	Mus musculus	Dmx-like 2
235380	B0V2P5	Mus musculus	Dmx-like 2
235380	Q3TNY5	Mus musculus	Dmx-like 2
235380	Q8CCU3	Mus musculus	Dmx-like 2
235380	Q8BPN8	Mus musculus	Dmx-like 2
235380	Q69ZX5	Mus musculus	Dmx-like 2
20403	Q9Z0R5	Mus musculus	intersectin 2
20403	Q9Z0R6	Mus musculus	intersectin 2
20403	Q8CD59	Mus musculus	intersectin 2
20403	B2RR82	Mus musculus	intersectin 2
20403	Q9CQD9	Mus musculus	intersectin 2
20403	Q80TG5	Mus musculus	intersectin 2
20403	Q3V3Y8	Mus musculus	intersectin 2
20403	Q3TQ85	Mus musculus	intersectin 2
20403	Q8C9C3	Mus musculus	intersectin 2
17254	Q8BTJ9	Mus musculus	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
17254	Q3U144	Mus musculus	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
17254	P10852	Mus musculus	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
17254	Q54AH5	Mus musculus	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
17254	Q60849	Mus musculus	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
17254	Q3TIP1	Mus musculus	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
17254	Q3TN39	Mus musculus	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
546071	Q3U214	Mus musculus	microtubule associated serine/threonine kinase 3
546071	Q8K1C6	Mus musculus	microtubule associated serine/threonine kinase 3
546071	Q6A047	Mus musculus	microtubule associated serine/threonine kinase 3
14248	Q3TUY1	Mus musculus	flightless I homolog (Drosophila); similar to cytoskeletal actin-modulating protein
14248	Q8VI44	Mus musculus	flightless I homolog (Drosophila); similar to cytoskeletal actin-modulating protein
14248	Q8K095	Mus musculus	flightless I homolog (Drosophila); similar to cytoskeletal actin-modulating protein
14248	Q9JJ28	Mus musculus	flightless I homolog (Drosophila); similar to cytoskeletal actin-modulating protein
57294	Q6ZWU9	Mus musculus	predicted gene 4525; predicted gene 9846; predicted gene 15531; ribosomal protein S27; predicted gene 4180
57294	Q3TLE3	Mus musculus	predicted gene 4525; predicted gene 9846; predicted gene 15531; ribosomal protein S27; predicted gene 4180
20965	Q9QWV7	Mus musculus	synapsin II
20965	Q8CE19	Mus musculus	synapsin II
20965	Q6NZR0	Mus musculus	synapsin II
20965	Q64332	Mus musculus	synapsin II
13116	Q3US73	Mus musculus	"cytochrome P450, family 46, subfamily a, polypeptide 1"
13116	Q9WVK8	Mus musculus	"cytochrome P450, family 46, subfamily a, polypeptide 1"
268890	Q3TYE5	Mus musculus	limbic system-associated membrane protein
268890	Q8BLK3	Mus musculus	limbic system-associated membrane protein
20964	Q62279	Mus musculus	synapsin I
20964	O88935	Mus musculus	synapsin I
20964	Q8QZT8	Mus musculus	synapsin I
20964	A2AE14	Mus musculus	synapsin I
14252	Q5SS82	Mus musculus	flotillin 2
14252	Q6NS75	Mus musculus	flotillin 2
14252	Q60634	Mus musculus	flotillin 2
14252	Q5SS83	Mus musculus	flotillin 2
14252	Q3UEG9	Mus musculus	flotillin 2
14252	Q9DC36	Mus musculus	flotillin 2
14252	Q8CDE0	Mus musculus	flotillin 2
110279	A2RRK7	Mus musculus	breakpoint cluster region
110279	Q61339	Mus musculus	breakpoint cluster region
110279	Q61223	Mus musculus	breakpoint cluster region
110279	Q6PAJ1	Mus musculus	breakpoint cluster region
110279	Q99LW5	Mus musculus	breakpoint cluster region
110279	Q80UP7	Mus musculus	breakpoint cluster region
110279	Q6ZPE5	Mus musculus	breakpoint cluster region
107684	Q8BLN0	Mus musculus	"coronin, actin binding protein 2A"
107684	Q6NVB7	Mus musculus	"coronin, actin binding protein 2A"
107684	Q3U4G8	Mus musculus	"coronin, actin binding protein 2A"
107684	Q8BW42	Mus musculus	"coronin, actin binding protein 2A"
107684	Q8C0P5	Mus musculus	"coronin, actin binding protein 2A"
107684	Q3U8X0	Mus musculus	"coronin, actin binding protein 2A"
107684	Q3U8R5	Mus musculus	"coronin, actin binding protein 2A"
107684	Q3UAX0	Mus musculus	"coronin, actin binding protein 2A"
107684	Q3U6H8	Mus musculus	"coronin, actin binding protein 2A"
107684	B1AVH4	Mus musculus	"coronin, actin binding protein 2A"
107684	Q8R0L6	Mus musculus	"coronin, actin binding protein 2A"
69601	Q6Y636	Mus musculus	disabled homolog 2 (Drosophila) interacting protein
69601	B7ZD28	Mus musculus	disabled homolog 2 (Drosophila) interacting protein
69601	Q6JTV1	Mus musculus	disabled homolog 2 (Drosophila) interacting protein
69601	Q3UH44	Mus musculus	disabled homolog 2 (Drosophila) interacting protein
69601	A2AUX2	Mus musculus	disabled homolog 2 (Drosophila) interacting protein
69601	Q80T97	Mus musculus	disabled homolog 2 (Drosophila) interacting protein
69601	Q52KF5	Mus musculus	disabled homolog 2 (Drosophila) interacting protein
